id,product_name,category,subcategory,material,color,price,availability,description,product_url,image_url
52,Morasko 42mm Maple & Dark Gray,Men Watches,Watches,,"Fine-grained, gray-colored maple wood",749.0,Available,"Our model Morasko, made from maple wood and stainless steel in dark gray, should encourage you to make a deeply profound impression on everyone you meet. The Morasko impact was caused around 10,000 years ago by an iron meteorite that formed a series of craters in Poland. The meteorite allegedly came from the Perseides meteor shower that our Earth passes through every year. EAN: # 9010631006884",https://www.world.holzkern.com/en_world/morasko-maple-dark-grey.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_210725_q_morasko_fa_31_kopie.jpg
53,Cyclonic 42mm Maple & Marble,Men Watches,Watches,,Made from black marble and stainless steel in gold,899.0,Available,"When the pressure drops to extremes, powerful cyclones form spirals as the air becomes animated with natural ferocity - this is our Earth restoring its necessary balance. Our Cyclonic model, with its hybrid automatic movement and black marble dial, is a reminder of the untamed energy of our world. ""Hybrid automatic"" combines the benefits of a mechanical movement with a rechargeable battery, with a power reserve that lasts up to half a year. EAN: # 9010631007430",https://www.world.holzkern.com/en_world/cyclonic-maple-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/_/2_220207_stormgate_cyclonic_cv_9.jpg
54,Winter Night 40mm Maple & Marble,Men Watches,Watches,inked maple wood,genuine black marble,199.0,Available,"Oppressive silence. The world is submerged in darkness, only interrupted by the silvery reflections of moonlight bouncing off a landscape covered in a cold blanket of snow. You take a deep breath of crisp winter air and enjoy the moment by yourself. EAN: # 9010631017989",https://www.world.holzkern.com/en_world/winternight-maple-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_9010631017989.jpg
55,Whakaari 45mm Oak & Oak,Men Watches,Watches,oak and stainless steel in grey,Oak wood with fine grain,279.0,Available,"Whakaari also is known as the ""White Island"" and is located on a volcanic island within the territory of New Zealand. At 321 meters as the highest point of the island, it makes it seem quite small, but the largest part of the volcano is underwater. Our model made of unique oak wood and grey stainless steel will remind you daily of this impressive island. EAN: # 9010631020668",https://www.world.holzkern.com/en_world/whakaari-oak-oak.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20210623_q_whakaari_y7_1.jpg
56,Arthur 45mm Padauk & Marble,Men Watches,Watches,,,349.0,Available,"This vibrant chronograph features a genuine marble dial in gray, a case made from brushed stainless steel in silver, and padauk wood accents in the bezel and bracelet. Named after King Arthur, a hero of many legendary stories, this piece is designed to inspire you to be the hero in your own story. EAN: # 9120078331897",https://www.world.holzkern.com/en_world/arthur-padauk-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240811_1_q_artus_fa_1.jpg
57,Steric 43mm Nacre & Silver,Men Watches,Watches,,Genuine green nacre,349.0,Available,"You certainly have no problem parking! Not only can you easily grasp dimensional complexities, your great spatial perception allows you to effortlessly avoid all barriers and obstacles. Our Steric model is dedicated to all navigation aficionados and masterminds of three-dimensional thinking and should remind you of your unique talents every day. EAN: # 9010631014988",https://www.world.holzkern.com/en_world/steric-nacre-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_9010631014988.jpg
58,Intergalactic 43mm Leadwood & Marble,Men Watches,Watches,leadwood and stainless steel in blue and grey,"Genuine, black-grey marble",399.0,Available,"Elements of gray and blue stainless steel interconnect dark leadwood with a black-gray marble dial, reminding us of the unfathomable distances in space. One watch - two styles. Secure your own “Intergalactic” model now, with an innovative Easy-Switch Bezel System, and receive a second interchangeable bezel for FREE with your order. EAN: # 9120078333709",https://www.world.holzkern.com/en_world/intergalactic-leadwood-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/_/2_220419_intergalactic_fa_16.jpg
59,Singapore 42mm Maple & Marble,Men Watches,Watches,,,449.0,Available,"A stunning combination of black maple wood, stainless steel in silver, and a blue marble dial to top it all off. Inspired by Singapore’s skyline, this model is the perfect all-rounder for the man on the move. EAN: # 9010631003937",https://www.world.holzkern.com/en_world/singapore-maple-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_9010631003937_1.jpg
60,Milestones 40mm Walnut & Blue,Men Watches,Watches,stainless steel in silver,Blue,699.0,Available,Enjoy the incomparably elegant look of extra-flat automatic watches! Our Milestones timepieces fit perfectly around your wrist and add inimitable elegance to your outfit. A daily reminder of your personal milestones: You have already achieved so much and can be proud of yourself! EAN: # 9010631017057,https://www.world.holzkern.com/en_world/milestones-walnut-blue.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231127_1_q_milestones_walnuss_dunkelblau_fa7.jpg
61,Frostheave 42mm Marble & Zebrawood,Men Watches,Watches,,Genuine black marble,999.0,Available,"Did you know that frost can lift soil? This happens through pore water pressure, which reaches the surface through thermodynamic processes, freezes there and expands at the same time - resulting in the swelling of soil. Our hybrid automatic watch ""Frostheave"" is inspired by the phenomenon of frost heaves and is designed to bring you closer to nature at all times. Made from genuine marble and zebrawood, your timepiece is guaranteed to be one-of-a-kind. Thanks to the HydroDef Technology, you can even swim and snorkel with your own unique piece. EAN: # 9010631016050",https://www.world.holzkern.com/en_world/frostheave-marble-zebrawood.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_top_20230614_icebreaker_frostheave_marmor_zebrano_sk_17.jpg
62,COMFORT CRUSHER 42mm Walnut & Silver,Men Watches,Watches,black ceramic and stainless steel in silver,Genuine walnut wood fine-grained,499.0,Available,"Anticipation, palpitations, adrenaline - are you ready for your next adventure? Our Solar Chronograph Comfort Crusher accompanies you with natural style and unique features. 10 ATM waterproof and luminescent green, it is also reliably at your side in dark waters and dark nights and always motivates you to leave your comfort zone. EAN: # 9010631017095",https://www.world.holzkern.com/en_world/comfortcrusher-walnut-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/5/250219_q_comfort_crusher_walnuss-silber_sk_06.jpg
63,FLOWFINDER 42mm Maple & Dark gray,Men Watches,Watches,,Vignetting and unique view into the automatic movement,699.0,Available,"Effortless ease and great concentration - lead a life in flow! With our Flowfinder made of maple wood and stainless steel, all your tasks will take care of themselves. Also discover the vignetted look into the heart of your watch and let the constant movement of the gears remind you of the meaning of every single moment. Your Flowfinder: as unique as you and as unique as every second. EAN: # 9010631018269",https://www.world.holzkern.com/en_world/flowfinder-maple-darkgray.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240527_1_q_flowfinder_ahorn_dunkelgrau_fa_3.jpg
64,Northwall 45mm Maple & Rock Gray,Men Watches,Watches,inked maple,Rock gray,249.0,Available,"Made from fine leadwood and hardened mineral glass, our chronograph “Northwall” is one of our favorite wood watch designs. Featuring quartz movement by Seiko, it’ll be your reliable daily companion. It’s also light as a feather, so you won’t even notice it on your wrist. EAN: # 9010631016388",https://www.world.holzkern.com/en_world/northwall-maple-rockgrey.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_230914_nordwand_15.jpg
65,Dusk 45mm Walnut & Black,Men Watches,Watches,walnut and brushed stainless steel in a black finish,Walnut wood with a fine texture,279.0,Available,"Once it sets beyond the horizon we are only able to see the scattered, dim light of the sun until the moment darkness completely takes its place. To emulate the beauty of dusk, this chronograph model features a bold combination of black, brushed stainless-steel in combination with dark walnut wood in the band, bezel, and dial. EAN: # 9120078330463",https://www.world.holzkern.com/en_world/dusk-walnut-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/201118_da_mmerung_fa_q_29.jpg
66,Oceanswell 41mm Ceramic & Gold,Men Watches,Watches,stainless steel in brushed gold and dark green ceramics,"Dark green copper with color gradient and wood grain design, sub-dials made of genuine green mother-of-pearl",549.0,Available,"Fine ceramics and mother-of-pearl in the colors of the ocean. Our Dual Time watch takes you on a journey of the tides, crossing time zones and connecting coasts. 10 ATM water-resistant, Oceanswell is your reliable companion - whether you're flying high or diving deep. EAN: # 9010631019334",https://www.world.holzkern.com/en_world/oceanswell-ceramic-gold.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20250107_oceanswell_keramik_gold_sk_9.jpg
67,Woodleigh 42mm Maple & Black,Men Watches,Watches,,Fine-grained inked maple,749.0,Available,"Our model Woodleigh, made from maple wood and stainless steel in black, will empower you to have a profound and lasting effect on the world and all that you come into contact with. The Woodleigh impact structure’s true size remains unclear, although some estimate it could be up to almost 100 miles (160km) in diameter, making it the biggest in Australia and one of the largest on Earth. EAN: # 9010631014735",https://www.world.holzkern.com/en_world/woodleigh-maple-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_210725_q_woodleigh_fa_44_ahorn.jpg
68,Milestones 40mm Maple & Black,Men Watches,Watches,stainless steel in silver,Midnight Black,699.0,Available,Enjoy the incomparably elegant look of extra-flat automatic watches! Our Milestones timepieces fit perfectly around your wrist and add inimitable elegance to your outfit. A daily reminder of your personal milestones: You have already achieved so much and can be proud of yourself! EAN: # 9010631017064,https://www.world.holzkern.com/en_world/milestones-maple-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231127_1_q_milestones_ahorn_nachtschwarz_fa10.jpg
69,Nightbird 42mm Maple & Black,Men Watches,Watches,black-stained fine-grained maple wood,Copper with black and white color gradient and 3D wood grain design,449.0,Available,"When the world comes to a halt and your time begins. Our men's automatic watch Nightbird is inspired by nocturnal hunters – owls gliding through treetops and tawny owls, whose mysterious calls punctuate the darkness. Genuine maple wood and a dial in a black and white colour palette create a unique, nocturnal forest ambiance in your Nightbird. An automatic movement keeps it running, without a battery, entirely from your movement. And when the shadows grow longer? Luminous details ensure that time is never a mystery. Protected by scratch-resistant sapphire crystal and inspired by the magic of nature, your Nightbird will accompany you day and night – reliable, impressive and absolutely unique. EAN: # 9010631022280",https://www.world.holzkern.com/en_world/nightbird-maple-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_nightbird_ahorn_schwarz_32.jpg
70,Coel 44mm Walnut & Marble,Men Watches,Watches,,Genuine green marble,349.0,Available,"Our model Coel, with its harmonic fusion of elegant walnut wood and marble, embodies the revered king of North England/South Scotland who is often described in legends as “The Protector”. EAN: # 9010631020705",https://www.world.holzkern.com/en_world/coel-walnut-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_20211020_q_coel_fa_15_1_1_1.jpg
71,Milestones 40mm Nacre & Brown,Men Watches,Watches,stainless steel in rose gold,White Nacre,749.0,Available,Enjoy the incomparably elegant look of extra-flat automatic watches! Our Milestones timepieces fit perfectly around your wrist and add inimitable elegance to your outfit. A daily reminder of your personal milestones: You have already achieved so much and can be proud of yourself! EAN: # 9010631017088,https://www.world.holzkern.com/en_world/milestones-nacre-brown.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231127_1_q_milestones_perlmutt_braun_fa11.jpg
72,Lucan 45mm Maple & Marble,Men Watches,Watches,,Genuine black and white marble,299.0,Available,"In our jet black chronograph made from maple wood, stainless steel and marble, white mineral veins and silver hands and markings serve to create a dynamic contrast and honor Sir Lucan for his loyalty and integrity. EAN: # 9010631022389",https://www.world.holzkern.com/en_world/lucan-ahorn-marmor-1.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_20211020_q_lucan_fa_16_1_1.jpg
73,Acoustic Walnut & Antique Silver,Men Accessories,Bracelets,,,119.0,Available,"The simple and elegant interplay of 12mm wide elements made from stainless steel in antique silver and high-quality walnut wood captivates with its simplicity. Light as a feather, the Acoustic Bandlet nestles around your wrist and becomes your faithful companion in everyday life. EAN: # 9120078334201",https://www.world.holzkern.com/en_world/acoustic-walnut-antiquesilver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_20221121_acoustic_walnuss_antiksilber_sk_9.jpg
74,Baritone Walnut & Silver,Men Accessories,Bracelets,,,179.0,Available,"Our exclusive waterproof Baritone Bandlet made from rich walnut wood combined with high-quality stainless steel in silver is an absolute must-have for a stylish man's wardrobe! With the Baritone Bandlet from Holzkern, you'll make a statement without much effort. EAN: # 9010631006730",https://www.world.holzkern.com/en_world/baritone-walnut-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_20210929_q_bariton_walnuss_silber_fa_9_copy.jpg
75,Duet Walnut & Rose gold,Men Accessories,Bracelets,,,99.0,Available,"Our Duet Bandlet combines high-quality stainless steel in rose gold with unique walnut wood in a special way. Due to its classic, yet versatile design, this bracelet can be combined in many ways and offers the highest level of comfort when wearing it. EAN: # 9120078338520",https://www.world.holzkern.com/en_world/duet-walnut-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_20231109_duett_walnuss_rose_sk_12.jpg
76,Baritone Marble & Black,Men Accessories,Bracelets,,,179.0,Available,"The newest models of our bestselling Baritone Collection now feature marble or stone elements together with high-quality stainless steel. This makes them not only uniquely stylish, they’re also fully robust and waterproof. Baritone should inspire you to always lift your voice and speak your mind with pride and confidence. EAN: # 9010631013509",https://www.world.holzkern.com/en_world/baritone-marble-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_220906_bariton_taiwan_green_black_fa_4_q.jpg
77,Forte Marble & Black,Men Accessories,Bracelets,,,199.0,Available,"The water-resistant Forte Bandlet impresses with its combination of deep black stainless steel and bright green marble inlays. With the Forte Bandlet from Holzkern, you'll make a stylish statement without much effort. EAN: # 9010631023423",https://www.world.holzkern.com/en_world/forte-marble-black-1.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_221117_forte_marmor_schwarz_fa_8_1_1.jpg
78,Triad Walnut & Silver,Men Accessories,Bracelets,,,119.0,Available,Let our Bandlet model in walnut wood and high-quality 316L stainless steel in silver remind you of the melody from your favorite music. Discover the comfort of wearing this natural model along with its exclusive design made from carefully selected natural materials. Only available at Holzkern. EAN: # 9120078330876,https://www.world.holzkern.com/en_world/triad-walnut-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/2/221106_dreiklang_walnuss_silber_fa_1_q_5.jpg
79,Baritone Zebrawood & Black,Men Accessories,Bracelets,,,179.0,Available,"Our exclusive waterproof Baritone Bandlet made from exceptional zebrawood combined with high-quality stainless steel in black is an absolute must-have for a stylish man's wardrobe! With the Bariton Bandlet from Holzkern, you'll make a statement without much effort. EAN: # 9010631006723",https://www.world.holzkern.com/en_world/baritone-zebrawood-black.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/5/_/5_20210929_q_bariton_zebrano_schwarz_fa_20.jpg
80,Acoustic Walnut & Gray,Men Accessories,Bracelets,,,119.0,Available,"The simple and elegant interplay of 12mm wide gray stainless steel links and elements made from high-quality walnut wood captivates with its simplicity. Light as a feather, the Acoustic Bandlet nestles around your wrist and becomes your faithful companion in everyday life. EAN: # 9120078330913",https://www.world.holzkern.com/en_world/acoustic-walnut-grey.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/a/c/acoustic_walnuss_neu.jpg
81,Accord Maple & Silver,Men Accessories,Bracelets,,,139.0,Available,"Our dynamic interplay of maple wood and stainless steel in silver should accompany you forward in life, in peaceful agreement with the unique diversity of nature all around. EAN: # 9010631004132",https://www.world.holzkern.com/en_world/accord-maple-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/q/1q_20221121_accord_ahorn_silber_sk_6.jpg
82,Kanon Maple & Antique Silver,Men Accessories,Bracelets,,,139.0,Available,"The Kanon Bandlet impresses with its perfect symbiosis of high-quality maple wood and stainless steel in antique silver. We use selected hardwoods for this bandlet collection, which are carefully checked in advance and give their wearers a lot of pleasure for a long time. EAN: # 9010631017439",https://www.world.holzkern.com/en_world/kanon-maple-antique-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/2/221106_kanon_leadwood_antiksilber_fa_6_1.jpg
83,Kanon Walnut & Blue,Men Accessories,Bracelets,,,139.0,Available,"The Kanon Bandlet convinces with its perfect synergy of high-quality walnut wood and shiny blue stainless steel. We use selected hardwoods for this Bandlet collection, which are carefully checked in advance and will give their wearers long-lasting satisfaction. EAN: # 9120078339176",https://www.world.holzkern.com/en_world/kanon-walnut-blue.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/k/a/kanon_walnuss_blau_26_nov.jpg
84,Baritone Sodalite & Silver,Men Accessories,Bracelets,,,179.0,Available,"The newest models of our bestselling Baritone Collection now feature marble or stone elements together with high-quality stainless steel. This makes them not only uniquely stylish, they’re also fully robust and waterproof. Baritone should inspire you to always lift your voice and speak your mind with pride and confidence. EAN: # 9010631013493",https://www.world.holzkern.com/en_world/baritone-sodalite-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_220906_bariton_blue_veins_stone_silver_fa_4_q.jpg
85,Duet Oak & Gray,Men Accessories,Bracelets,,,99.0,Available,Find your dream Duet in our model made of oak and gray stainless steel. EAN: # 9120078338513,https://www.world.holzkern.com/en_world/duet-oak-grey.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_20231109_duett_eiche_grau_sk_9.jpg
86,Baritone Maple & Black,Men Accessories,Bracelets,,,179.0,Available,"Our model Baritone, made from gray-colored maple wood and high-quality stainless steel in black, should inspire you to always look on the bright side. Every experience is valuable and helps to form your unique personality. EAN: # 9010631012670",https://www.world.holzkern.com/en_world/baritone-maple-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_220516_bariton_grauer_ahorn_schwarz_fa_9.jpg
87,Pentachord Blue marble & Silver,Men Accessories,Bracelets,,,149.0,Available,"Elegance meets nature. Inspired by the harmony of a five-note chord, the Pentachord bandlets combine precious marble and high-quality stainless steel to create a unique bracelet. Discover exceptional comfort and incomparable elegance thanks to our innovative, five-link design! EAN: # 9010631020286",https://www.world.holzkern.com/en_world/pentachord-bluemarble-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/241127_1_q_pentachord_silver_blue_marble_8.jpg
88,Duet Maple & Rosegold,Men Accessories,Bracelets,,,99.0,Available,"Our Bestseller Duet Bandlet combines high-quality stainless steel in rose gold with unique maple wood in a special way. Due to its classic, yet versatile design, this bracelet can be combined in many ways and offers the highest level of comfort when wearing it. EAN: # 9010631014810",https://www.world.holzkern.com/en_world/duett-leadwood-rose-1.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_20231109_duett_padouk_gold_sk_7.jpg
89,Kanon Black Maple & Gold,Men Accessories,Bracelets,,,139.0,Available,"The Kanon Bandlet convinces with its perfect synergy of high-quality maple wood and noble stainless steel in gold. We use selected hardwoods for this Bandlet collection, which are carefully checked in advance and will give their wearers long-lasting satisfaction. EAN: # 9120078339190",https://www.world.holzkern.com/en_world/kanon-leadwood-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/k/a/kanon_schwarzerahorn_gold_26_nov.jpg
90,Duet Amaranth & Gold,Men Accessories,Bracelets,,,99.0,Available,Discover your dream duet in this lovely lightweight bracelet made with real amaranth wood and gold stainless steel. EAN: # 9010631013547,https://www.world.holzkern.com/en_world/duet-amaranth-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20231109_duett_amaranth_gold_sk_17.jpg
91,Rhapsody Walnut & Rose Gold,Men Accessories,Bracelets,,,119.0,Available,"Crafted from fine walnut wood and high-quality stainless steel in rose gold, this is a Bandlet with an incredible combination of striking colors and refined design, meant to captivate. The Rhapsody Bandlet is perfect for adding an elegant touch to everyday wear, or for special occasions. Wear it as a beautiful reminder of the most important things in life or give it as a gift to that special person. EAN: # 9120078337035",https://www.world.holzkern.com/en_world/rhapsody-walnut-rose-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_220314_rhapsodie_walnuss_rose_fa_3_neu.jpg
92,Prelude Koa & Black,Men Accessories,Bracelets,,,159.0,Available,The prelude to your natural style. Strong metal and elegant wooden elements in a herringbone look make our Prelude Bandlet a naturally unique eye-catcher to your outfit. EAN: # 9010631017521,https://www.world.holzkern.com/en_world/prelude-koa-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/230305_1_q_prelude_koa_schwarz_fa_62.jpg
93,Looper Zebrawood & Black,Men Accessories,Bracelets,,,179.0,Available,"Waterproof, dynamic & modern Our Looper model made from zebrawood and high-quality stainless steel is designed to accompany you through your dynamic everyday life and always inspire creative solutions. EAN: # 9010631006990",https://www.world.holzkern.com/en_world/looper-zebrawood-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/3/_/3_q_230310_looper_zebrano_schwarz_0233.jpg
94,Fantasia Maple & Silver,Men Accessories,Bracelets,,,89.0,Available,"The simply elegant interplay of 10mm wide stainless steel links in silver and high-quality black maple wood captivates with its minimalist elements. Light as a feather, the Fantasia Bandlet nestles around your wrist as it becomes your faithful companion in everyday life. EAN: # 9120078338391",https://www.world.holzkern.com/en_world/fantasia-maple-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_210705_fantasia_ahorn_silber_cv_9.jpg
95,Prelude Walnut & Copper,Men Accessories,Bracelets,,,159.0,Available,The prelude to your natural style. Strong metal and elegant wooden elements in a herringbone look make our Prelude Bandlet a naturally unique eye-catcher to your outfit. EAN: # 9010631017545,https://www.world.holzkern.com/en_world/prelude-walnut-copper.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/230305_1_q_prelude_walnuss_kupfer_fa_60.jpg
96,Adagio Walnut & Gray,Men Accessories,Bracelets,,,119.0,Available,In silence lies strength. Get yourself a strong accompaniment for everyday life with our latest Bandlet model made from walnut wood and stainless steel in gray. EAN: # 9010631001162,https://www.world.holzkern.com/en_world/adagio-walnut-gray.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/201217_adagio_walnut_gun_pm_23neu.jpg
97,CAMPANIA NECKLACE Green marble & Damascus,Men Accessories,Jewelry,,,189.0,Available,"Breathtaking landscapes and diverse cities make Campania a place of longing that promises new strength and energy. With our necklaces made from genuine marble and exciting Damascus steel, you'll find the perfect accessory to attract everyone's attention. EAN: # 9010631018528",https://www.world.holzkern.com/en_world/campanianecklace-greenmarble-damascus.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240620_q_1_campania_halskette_gr_ner_marmor_damast_fa_40.jpg
98,CAMPANIA NECKLACE Sodalite & Damascus,Men Accessories,Jewelry,,,189.0,Available,"Breathtaking landscapes and diverse cities make Campania a place of longing that promises new strength and energy. With our necklaces made from genuine sodalite and exciting Damascus steel, you'll find the perfect accessory to attract everyone's attention. EAN: # 9010631018504",https://www.world.holzkern.com/en_world/campanianecklace-sodalite-damascus.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240620_q_1_campania_halskette_sodalith_damast_fa_41.jpg
99,Sumo Ring Meteorite & Tungsten,Men Accessories,Jewelry,,,169.0,Available,Natural elegance from powerful materials. Sumo impresses with the dynamic look of meteorite and the unique feel of the special jewelry metal tungsten. Our Sumo rings are simple but strong - the perfect companion for men who know that true strength comes from within! EAN: # sumo-mete-tung,https://www.world.holzkern.com/en_world/sumoring-meteorite-tungsten.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/241106_1_q_sumo_ring_meteorit_tungsten_fa_4.jpg
100,CAMPANIA NECKLACE Walnut & Damascus,Men Accessories,Jewelry,,,189.0,Available,"Breathtaking landscapes and diverse cities make Campania a place of longing that promises new strength and energy. With our necklaces made from genuine walnut wood and exciting Damascus steel, you'll find the perfect accessory to catch everyone's eye. EAN: # 9010631018498",https://www.world.holzkern.com/en_world/campanianecklace-walnut-damascus.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240620_q_1_campania_halskette_walnuss_damast_fa_39.jpg
