id,product_name,category,subcategory,material,color,price,availability,description,product_url,image_url
49,MILESTONES 40mm Nacre & Dark Gray,Women Watches,Watches,stainless steel in dark gray,Gray nacre,749.0,Available,Enjoy the incomparably elegant look of extra-flat automatic watches! Our Milestones timepieces fit perfectly around your wrist and add inimitable elegance to your outfit. A daily reminder of your personal milestones: You have already achieved so much and can be proud of yourself! EAN: # 9010631017071,https://www.world.holzkern.com/en_world/milstones-nacre-darkgray.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231127_1_q_milestones_perlmutt_grau_fa12.jpg
50,Chitchat 34mm Nacre & Rose Gold,Women Watches,Watches,,Genuine blue nacre,249.0,Available,"The best thing ever is having a chitchat with your best friends. You could talk about everything and nothing at the same time, wondering how you started with one topic and ended up somewhere completely different. Our unique piece, Chitchat provides you with an exciting array of topics for discussion every day, because a watch made from natural materials is not something you see every day! Let rose gold stainless steel and iridescent nacre sweeten your day as you set new trends with a natural timepiece featuring a milanaise bracelet. EAN: # 9010631010515",https://www.world.holzkern.com/en_world/chitchat-nacre-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_top_20230317_chitchat_perlmutt_rose_15.jpg
51,Gifted 36mm Sodalite & Dark brown,Women Watches,Watches,stainless steel in silver,"Genuine, blue sodalite",349.0,Available,"Sink into deep blue rock and let fine leather caress your wrist. With its classic elegance, our Gifted watch is the perfect everyday companion and adds a touch of natural sophistication to your style. EAN: # 9010631018535",https://www.world.holzkern.com/en_world/gifted-sodalite-darkbrown.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240829_1_q_gifted_sodalith_dunkelbraun_fa_31-2.jpg
52,Passion 36mm Padauk & Maple,Women Watches,Watches,padauk,Inked maple with a fine texture,199.0,Available,"The rose gold elements on the dark dial of this ladies' timepiece complement the sleek color combination with a case made of padauk. ""It is passion that makes us live, wisdom only makes one only last."" - Nicolas Chamfort EAN: # 9010631016760",https://www.world.holzkern.com/en_world/passion-padauk-maple.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/1/210601_leidenschaft_cv_54edit_kopie_1.jpg
53,Gifted 36mm Walnut & Dark brown,Women Watches,Watches,stainless steel in rose gold,Genuine walnut wood fine-grained,299.0,Available,"Sink into warm walnut wood and let fine leather caress your wrist. With its classic elegance, our Gifted watch is the perfect everyday companion and adds a touch of natural sophistication to your style. EAN: # 9010631018566",https://www.world.holzkern.com/en_world/gifted-walnut-darkbrown.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240829_1_q_gifted_walnuss_dunkelbraun_fa_35-2.jpg
54,Kaleidoscopic 36mm Nacre & Olive,Women Watches,Watches,stainless steel in gold,"Genuine, light blue mother-of-pearl",479.0,Available,"Discover our first wristwatch with a flower in the dial! The view of the clockwork of our Kaleidoscopic automatic watch is based on our popular Composition jewelry collection and adds a touch of feminine playfulness to the elegant design of iridescent mother-of-pearl, golden stainless steel and fine olive wood. EAN: # 9010631020354",https://www.world.holzkern.com/en_world/kaleidoscopic-nacre-olive.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20241119_kaleidoscopic_kaleidoscopic_perlmutt_olive_sk_31_1_1.jpg
55,Gifted 36mm Olive & Dark green,Women Watches,Watches,stainless steel in gold,Genuine olive wood,299.0,Available,"Sink into fine olive wood and let soft leather caress your wrist. With its classic elegance, our Gifted watch is the perfect everyday companion and adds a touch of natural sophistication to your style. EAN: # 9010631018559",https://www.world.holzkern.com/en_world/gifted-olive-darkgreen.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_9010631018559.jpg
56,Kaleidoscopic 36mm Jade & Ceramic,Women Watches,Watches,stainless steel in gold,Genuine jade,549.0,Available,"Discover our first wristwatch with a flower in the dial! The view of the clockwork of our Kaleidoscopic automatic watch is based on our popular Composition jewelry collection and adds a touch of feminine playfulness to the elegant design made of genuine Jade gemstone, gold stainless steel and dark green ceramic. EAN: # 9010631020361",https://www.world.holzkern.com/en_world/kaleidoscopic-jade-ceramic.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20241119_kaleidoscopic_kaleidoscopic_jade_keramik_sk_25_1.jpg
57,Giggles 34mm Nacre & Gold,Women Watches,Watches,,Genuine blue and black nacre,249.0,Available,"Laughter is welcome! The louder the better, the more exuberant the more infectious. Laughter is healthy and the best training for your abs. Our unique Giggles provides you with happiness and laughter every day, even if the sky remains gray. Let golden stainless steel and iridescent nacre sweeten your day as you set new trends with a natural timepiece featuring a milanaise bracelet! EAN: # 9010631010522",https://www.world.holzkern.com/en_world/giggles-nacre-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/8/_/8_230323_giggles_fa_2.jpg
58,Cheery 36mm Nacre & Ceramic,Women Watches,Watches,stainless steel in rose gold,Genuine red nacre,349.0,Available,"Look Good. Feel Good. Do Good. Indulge yourself and look fabulous while you’re at it! Your Cheery model combines robust stainless steel with high-quality ceramic for maximum durability. Lightweight and waterproof, your new timepiece will help you enjoy your day to the fullest and add an exciting accessory to your outfits. You can find more features of your Cheery model in the specifications! EAN: # 9010631016425",https://www.world.holzkern.com/en_world/cheery-nacre-ceramic.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_230921_cheery_fa_0001.jpg
59,Sunglister 34mm Brown mother-of-pearl & Rose gold,Women Watches,Watches,brown mother-of-pearl and stainless steel in rose gold,Brown mother-of-pearl with a fine shimmer,399.0,Available,"Solar Chic - Sunglister solar watch made of mother-of-pearl. Discover a sparkle you have never seen before in the first timepiece with mother-of-pearl in the dial, case AND strap! Combined with rose gold-plated stainless steel and an innovative solar movement, Sunglister unites style, nature and the power of the sun - perfect for your most radiant moments. EAN: # 9010631019600",https://www.world.holzkern.com/en_world/sunglister-brownmother-of-pearl-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/241219_1_q_sunglister_braunes_perlmutt_rose_fa_5.jpg
60,Water 32mm Maple & Lapis lazuli,Women Watches,Watches,maple,Authentic Lapis lazuli,249.0,Available,"Water. Our planet's great and mystery-filled oceans are for some land-locked Earth-dwellers a fond but distant memory. A sacred elixir of life, an element without which we cannot live and for which many scribes have put pen to paper. Grandeur aside, a moment alone with a refreshing, cold glass of Alpine water is enough to smile about. To represent water we have chosen to use Lapis lazuli, a lovely, deep-blue metamorphic rock. EAN: # 9120078330227",https://www.world.holzkern.com/en_world/water-maple-lapislazuli.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20230330_elemente_wasser_sk_6.jpg
61,Air 32mm Walnut & Marble,Women Watches,Watches,walnut,Authentic white marble,249.0,Available,"This is not your average watch. This slender women's timepiece contains not only a dial made of genuine white marble, the walnut wood case also makes it lightweight and adds bright brown colors to make it stand out but still match every outfit you wear. A gentle breeze gently tugs at the branches of a great tree. The pleasant smell of the forest glides under your nose as you walk past mossy groves bursting with fauna. You nimbly dance around gnarled roots as an ethereal mist begins to grow, altering the atmosphere. Although you can see it, you cannot touch the air around you as it escapes your clutches with every curious grasp. EAN: # 9120078330210",https://www.world.holzkern.com/en_world/air-walnut-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20230330_elemente_luft_sk_3.jpg
62,Diana 36mm Olive & Olive,Women Watches,Watches,olive wood and stainless steel in gold,Olive wood with a fine grain,199.0,Available,"The name Diana can be traced back to the Roman Goddess of the moon, the light and the hunt, and carries the meaning “she who shines like the light”. The interplay of olive wood and stainless steel in gold is dedicated to this name. It should motivate you daily to cast a curious glance into the past in order to get to know yourself and your surroundings better. EAN: # 9120078335284",https://www.world.holzkern.com/en_world/diana-olive-olive.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/230615_diana_fa10_1.jpg
63,Edisto 40mm Walnut & Leaf,Women Watches,Watches,walnut wood and stainless steel in gray,Genuine and colored poplar fig leaf with a fine grain,299.0,Available,"Our Edisto model is inspired by life between heaven and earth and owes its name to the tree house of the same name in the USA. As special as its namesake, is the dial made with genuine poplar fig leaf. The individual structures and shapes give Edisto its unique look and make each piece a one-of-a-kind. In addition, you can enjoy a comfortable wearing experience, which is created by the natural feel of walnut wood. EAN: # 9010631016975",https://www.world.holzkern.com/en_world/edisto-walnut-leaf.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/5/_/5_q_231011_edisto_cv_09_1.jpg
64,Hanwi 24mm Nacre & Gold,Women Watches,Watches,,Genuine white nacre,179.0,Available,"Hanwi, the goddess of the night sun, is worshipped by the Lakota tribe. Together with her husband, the sun god Wi, she once illuminated the earth every day and night revealing the wonder of Being to everyone at every hour. Let this unique piece of nature inspire you to stride gracefully through life - just like the goddess Hanwi! EAN: # 9010631005016",https://www.world.holzkern.com/en_world/hanwi-nacre-gold.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_210705_hanwi_cv_1_kopie.jpg
65,Antrim 29mm Olive & Nacre,Women Watches,Watches,,,179.0,Available,"Mother of pearl is another name for nacre , a unique natural material used in the dial of the Antrim watch. Paired with soft brown olive wood , this timepiece is inspired by the magnificent Antrim coast in Northern Ireland. EAN: # 9010631017361",https://www.world.holzkern.com/en_world/antrim-olivewood-nacre-1.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231206_1_q_antrim_fa_3_1.jpg
66,Themis 24mm Nacre & Gold,Women Watches,Watches,,Genuine green nacre,179.0,Available,"Themis is not only responsible for justice, she is also the goddess of order and philosophy. She belongs to the Titans and is the mother of the Horen, who are responsible for the seasons. Let this unique piece of nature inspire you to stride gracefully through life - just like the goddess Themis! EAN: # 9010631004996",https://www.world.holzkern.com/en_world/themis-nacre-gold.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_210705_themis_cv_1_kopie.jpg
67,Fall Dusk 40mm Walnut & Maple,Women Watches,Watches,walnut,Maplewood with a fine texture,199.0,Available,"The forests shines brilliantly with all the vibrant colors of autumn as the harvest season gives way to a festival of the senses. The rich, brown color of the walnut band and fine maple dial are a strong combination sure to distinguish from the barbecue to the fine soirée. EAN: # 9120078330043",https://www.world.holzkern.com/en_world/fall-dusk-walnut-maple.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_herbstda_mmerung_q_sw_2.jpg
68,Kaleidoscopic 36mm Amethyst & Ceramic,Women Watches,Watches,stainless steel in rose gold,Genuine amethyst,549.0,Available,"Discover our first wristwatch with a flower in the dial! The view of the clockwork of our Kaleidoscopic automatic watch is based on our popular Composition jewelry collection and adds a touch of feminine playfulness to the elegant design made of genuine Amethyst, rose gold-plated stainless steel and pink ceramic. EAN: # 9010631020378",https://www.world.holzkern.com/en_world/kaleidoscopic-amethyst-ceramic.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20241119_kaleidoscopic_amethyst_keramik_sk_29-2_1.jpg
69,Luminaire 36mm Nacre & Maple,Women Watches,Watches,stainless steel in rose gold,Unique mosaic of dark blue nacre,499.0,Available,"Discover the dreamy combination of nacre and maple wood! With its color combination of black and rose gold, our unique Luminaire is an incredibly elegant contemporary. Iridescent nacre adds an extra touch of luxury to the simple elegance of automatic and wood and is guaranteed to attract everyone's attention! An enchanting sight unfolds in the kaleidoscope. Crystals, mirrors, and light create artistic patterns and transport you into a vibrant world full of color, fantasy, and fascination. EAN: # 9010631017033",https://www.world.holzkern.com/en_world/luminaire-nacre-maple.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_122823_1_q_luminaire_fa21.jpg
70,Shirin 28mm Walnut & Rose Gold,Women Watches,Watches,,Fine-grained walnut wood,149.0,Available,"The Iranian lawyer, Shirin Ebadi, was honored with the Nobel Peace Prize in 2003 for her dedication to the issue of human rights, and she shares her thoughts and stories about her homeland in her much acclaimed books. Our model made from walnut wood and stainless steel in rose gold is dedicated to this truly amazing woman, and should remind you daily to accomplish positive contributions for our shared future. EAN: # 9010631003647",https://www.world.holzkern.com/en_world/shirin-walnut-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_210510_shirin_fa_q_24_copy.jpg
71,Fall Morning 40mm Zebrawood & Wenge,Women Watches,Watches,zebrawood,wenge wood with a fine texture,199.0,Available,Walking outside and taking a deep breath of fresh morning air. You look over endless cornfields that begin to sparkle gold as the sun rises in the sky—you're ready to begin a new day full of energy. That’s a feeling one should have every morning and this model should remind you of that every time you put it on. EAN: # 9120078332702,https://www.world.holzkern.com/en_world/fallmorning-zebrawood-wenge.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_herbstmorgen_q_sw_20_1.jpg
72,Hapuku 40mm Maple wood & Leaf,Women Watches,Watches,black colored maple wood and stainless steel in black,genuine and colored poplar fig leaf with a fine grain,299.0,Available,"Our Hapuku model is inspired by life between heaven and earth and owes its name to the tree house of the same name in New Zealand. As special as its namesake, is the dial made with genuine poplar fig leaf. The individual structures and shapes give Hapuku its unique look and make each piece a one-of-a-kind. In addition, you can enjoy a comfortable wearing experience, which is created by the natural feel of maple wood. EAN: # 9010631016999",https://www.world.holzkern.com/en_world/hapuku-maplewood-leaf.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_231011_hapuku__cv_11_1.jpg
73,Calm 36mm Amaranth & Amaranth,Women Watches,Watches,,,199.0,Available,Accessorize your look with this unique wood watch made from amaranth . The rich purple color and the fine texture of the wood will accent your whole outfit with that special touch of character and class. EAN: # 9120078330081,https://www.world.holzkern.com/en_world/calm-amaranth-amaranth.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/g/e/gelassenheit_hochdiehaendeoffenblende_nicolang_juni1_7.jpg
74,Excellencia 24mm Nacre & Rose Gold,Women Watches,Watches,,Genuine white nacre,199.0,Available,"Many of us have the goal to reach excellence in at least one area, to achieve brilliant results and to be considered the best in our chosen field. Dedication and ambition are required if we want to stand above the crowd in the pursuit of our passions. Our model made from nacre and stainless steel should empower you to always stay focused, even when things may appear difficult. EAN: # 9010631007089",https://www.world.holzkern.com/en_world/excellencia-nacre-rose-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_20210907_q_excellencia_fa_18_kopie.jpg
75,Rilke 40mm Walnut & Walnut,Women Watches,Watches,walnut wood,Walnut wood with a fine grain,189.0,Available,"“Love consists of this: two solitudes that meet, protect and greet each other.” Rainer Maria Rilke EAN: # 9120078335642",https://www.world.holzkern.com/en_world/rilke-walnut-walnut.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20221221_lyrik_rilke_sk-16.jpg
76,Kaleidoscopic 36mm Nacre & Koa,Women Watches,Watches,stainless steel in rose gold,Genuine white mother-of-pearl,479.0,Available,"Discover our first wristwatch with a flower in the dial! The view of the clockwork of our Kaleidoscopic automatic watch is based on our popular Composition jewelry collection and adds a touch of feminine playfulness to the elegant design made of iridescent mother-of-pearl, rose gold-plated stainless steel and fine koa wood. EAN: # 9010631020385",https://www.world.holzkern.com/en_world/kaleidoscopic-nacre-koa.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20241119_kaleidoscopic_perlmutt_koa_sk_23_1.jpg
77,Colorburst 36mm Nacre & Walnut,Women Watches,Watches,stainless steel in silver,Unique mosaic of green nacre,499.0,Available,"Discover the dreamy combination of nacre and walnut wood! With its color combination of silver, green, and brown, our unique Colorburst is an incredibly elegant contemporary. Iridescent nacre adds an extra touch of luxury to the simple elegance of automatic and wood and is guaranteed to attract everyone's attention! An enchanting sight unfolds in the kaleidoscope. Crystals, mirrors, and light create artistic patterns and transport you into a vibrant world full of color, fantasy, and fascination. EAN: # 9010631017040",https://www.world.holzkern.com/en_world/colorburst-nacre-walnut.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_122823_1_q_colorburst_fa13.jpg
78,Shiny 36mm Nacre & Ceramic,Women Watches,Watches,stainless steel in rose gold,Genuine white nacre,349.0,Available,"Look Good. Feel Good. Do Good. Indulge yourself and look fabulous while you’re at it! Your Shiny model combines robust stainless steel with high-quality ceramic for maximum durability. Lightweight and waterproof, your new timepiece will help you enjoy your day to the fullest and add an exciting accessory to your outfits. You can find more features of your Shiny model in the specifications! EAN: # 9010631016418",https://www.world.holzkern.com/en_world/shiny-nacre-ceramic.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_230921_shiny_fa_0001.jpg
79,Costa del Sol 29mm Koa & Tiger's Eye,Women Watches,Watches,koa wood,Genuine Tiger’s Eye,199.0,Available,320 Days of Sunlight – in southern Spain the sun shines bright almost every day of the year upon the numerous beaches that welcome people from around the world to stop by and relax for a while. Our timepiece made of bright koa wood and genuine Tiger’s Eye should shine a bit of light in your daily life EAN: # 9010631017378,https://www.world.holzkern.com/en_world/costadelsol-koa-tigerseye-1.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231206_q_costa_del_sol_fa_1.jpg
80,Sunglister 34mm Green mother-of-pearl & Rose gold,Women Watches,Watches,green mother-of-pearl and stainless steel in rose gold,Green mother-of-pearl with a fine shimmer,399.0,Available,"Solar Chic - Sunglister solar watch made of mother-of-pearl. Discover a sparkle you have never seen before in the first timepiece with mother-of-pearl in the dial, case AND strap! Combined with rose gold-plated stainless steel and an innovative solar movement, Sunglister unites style, nature and the power of the sun - perfect for your most radiant moments. EAN: # 9010631019594",https://www.world.holzkern.com/en_world/sunglister-greenmother-of-pearl-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/241219_1_q_sunglister_gru_nes_perlmutt_rose_fa_5.jpg
81,Sunglister 34mm White mother-of-pearl & Gold,Women Watches,Watches,white mother-of-pearl and stainless steel in gold,White mother-of-pearl with a fine shimmer,399.0,Available,"Solar Chic - Sunglister solar watch made of mother-of-pearl. Discover a sparkle you have never seen before in the first timepiece with mother-of-pearl in the dial, case AND strap! Combined with golden stainless steel and an innovative solar movement, Sunglister unites style, nature and the power of the sun - perfect for your most radiant moments. EAN: # 9010631019587",https://www.world.holzkern.com/en_world/sunglister-whitemother-of-pearl-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/241219_1_q_sunglister_weisses_perlmutt_gold_fa_7.jpg
82,Spring Evening 40mm Walnut & Leadwood,Women Watches,Watches,walnut wood,leadwood with a fine texture,199.0,Available,The spring sun has just set below the horizon and darkness has begun to eat away at the final rays of sunlight. The night's milder climate signals the beginning of warmer times. May this wonderful combination of walnut and black sandalwood remind you of a perfect spring evening. EAN: # 9120078332719,https://www.world.holzkern.com/en_world/springevening-walnut-leadwood.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_fru_hlingsabend_q_sw_24.jpg
83,Laura 28mm Zebrawood & Oak,Women Watches,Watches,,,149.0,Available,"A delicate yet functional watch made from stainless steel in gold, distinctive zebrawood with a unique striped pattern, and light oak wood . Named after Laura Dekker, who sailed solo around the world when she was just 14 years old, this timepiece will serve as your reliable companion in your own adventures. EAN: # 9120078339022",https://www.world.holzkern.com/en_world/laura-zebrawood-oak.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_230615_laura_fa213.jpg
84,Auctoritas 24mm Nacre & Gold,Women Watches,Watches,,Genuine black nacre,199.0,Available,Many people desire power and influence. What’s important is that these positions are applied correctly and have a positive effect on the world. Our model Auctoritas should support you to recognize your personal potential. There are definitely many means and ways by which you can help make the world a better place. EAN: # 9010631007072,https://www.world.holzkern.com/en_world/auctoritas-nacre-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/6/_/6_20210907_q_auctoritas_fa_29.jpg
85,Cristals 36mm Nacre & Ceramic,Women Watches,Watches,stainless steel in silver,Unique mosaic of white nacre,549.0,Available,"Discover the dreamy combination of nacre and ceramic! With its color combination of silver, white and gold, our unique Cristals is an incredibly elegant contemporary. Iridescent nacre adds an extra touch of luxury to the simple elegance of automatic and ceramic and is guaranteed to attract everyone's attention! An enchanting sight unfolds in the kaleidoscope. Crystals, mirrors, and light create artistic patterns and transport you into a vibrant world full of color, fantasy, and fascination. EAN: # 9010631017019",https://www.world.holzkern.com/en_world/cristals-nacre-ceramic.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_122823_1_q_cristals_fa12.jpg
86,Napali 29mm Amaranth & Nacre,Women Watches,Watches,fine amaranth,Pure rose nacre,179.0,Available,"Situated on the North Shore of Kauai, the Napali Coast offers a marvelous view upon the endless Pacific Ocean. From cliffs that are more then 1000 meters high, waterfalls plunge down into the steep and narrow valleys that have retained their natural beauty ever since Hawaiian settlers discovered the area several hundred years ago. Get yourself a daily reminder of this magical place with our unique model Napali made of amaranth and a rose nacre dial. EAN: # 9010631017347",https://www.world.holzkern.com/en_world/napali-amaranth-nacre-1.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231206_1_q_napali_fa_3_1.jpg
87,Edisto 40mm Walnut & Leaf,Women Watches,Watches,walnut wood and stainless steel in gray,Genuine and colored poplar fig leaf with a fine grain,299.0,Available,"Our Edisto model is inspired by life between heaven and earth and owes its name to the tree house of the same name in the USA. As special as its namesake, is the dial made with genuine poplar fig leaf. The individual structures and shapes give Edisto its unique look and make each piece a one-of-a-kind. In addition, you can enjoy a comfortable wearing experience, which is created by the natural feel of walnut wood. EAN: # 9010631016975",https://www.world.holzkern.com/en_world/edisto-walnut-leaf.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/5/_/5_q_231011_edisto_cv_09_1.jpg
88,Hanwi 24mm Nacre & Gold,Women Watches,Watches,,Genuine white nacre,179.0,Available,"Hanwi, the goddess of the night sun, is worshipped by the Lakota tribe. Together with her husband, the sun god Wi, she once illuminated the earth every day and night revealing the wonder of Being to everyone at every hour. Let this unique piece of nature inspire you to stride gracefully through life - just like the goddess Hanwi! EAN: # 9010631005016",https://www.world.holzkern.com/en_world/hanwi-nacre-gold.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_210705_hanwi_cv_1_kopie.jpg
89,Antrim 29mm Olive & Nacre,Women Watches,Watches,,,179.0,Available,"Mother of pearl is another name for nacre , a unique natural material used in the dial of the Antrim watch. Paired with soft brown olive wood , this timepiece is inspired by the magnificent Antrim coast in Northern Ireland. EAN: # 9010631017361",https://www.world.holzkern.com/en_world/antrim-olivewood-nacre-1.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/3/231206_1_q_antrim_fa_3_1.jpg
90,Themis 24mm Nacre & Gold,Women Watches,Watches,,Genuine green nacre,179.0,Available,"Themis is not only responsible for justice, she is also the goddess of order and philosophy. She belongs to the Titans and is the mother of the Horen, who are responsible for the seasons. Let this unique piece of nature inspire you to stride gracefully through life - just like the goddess Themis! EAN: # 9010631004996",https://www.world.holzkern.com/en_world/themis-nacre-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_210705_themis_cv_1_kopie.jpg
91,Fall Dusk 40mm Walnut & Maple,Women Watches,Watches,walnut,Maplewood with a fine texture,199.0,Available,"The forests shines brilliantly with all the vibrant colors of autumn as the harvest season gives way to a festival of the senses. The rich, brown color of the walnut band and fine maple dial are a strong combination sure to distinguish from the barbecue to the fine soirée. EAN: # 9120078330043",https://www.world.holzkern.com/en_world/fall-dusk-walnut-maple.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_herbstda_mmerung_q_sw_2.jpg
92,Kaleidoscopic 36mm Amethyst & Ceramic,Women Watches,Watches,stainless steel in rose gold,Genuine amethyst,549.0,Available,"Discover our first wristwatch with a flower in the dial! The view of the clockwork of our Kaleidoscopic automatic watch is based on our popular Composition jewelry collection and adds a touch of feminine playfulness to the elegant design made of genuine Amethyst, rose gold-plated stainless steel and pink ceramic. EAN: # 9010631020378",https://www.world.holzkern.com/en_world/kaleidoscopic-amethyst-ceramic.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20241119_kaleidoscopic_amethyst_keramik_sk_29-2_1.jpg
93,Luminaire 36mm Nacre & Maple,Women Watches,Watches,stainless steel in rose gold,Unique mosaic of dark blue nacre,499.0,Available,"Discover the dreamy combination of nacre and maple wood! With its color combination of black and rose gold, our unique Luminaire is an incredibly elegant contemporary. Iridescent nacre adds an extra touch of luxury to the simple elegance of automatic and wood and is guaranteed to attract everyone's attention! An enchanting sight unfolds in the kaleidoscope. Crystals, mirrors, and light create artistic patterns and transport you into a vibrant world full of color, fantasy, and fascination. EAN: # 9010631017033",https://www.world.holzkern.com/en_world/luminaire-nacre-maple.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_122823_1_q_luminaire_fa21.jpg
94,Shirin 28mm Walnut & Rose Gold,Women Watches,Watches,,Fine-grained walnut wood,149.0,Available,"The Iranian lawyer, Shirin Ebadi, was honored with the Nobel Peace Prize in 2003 for her dedication to the issue of human rights, and she shares her thoughts and stories about her homeland in her much acclaimed books. Our model made from walnut wood and stainless steel in rose gold is dedicated to this truly amazing woman, and should remind you daily to accomplish positive contributions for our shared future. EAN: # 9010631003647",https://www.world.holzkern.com/en_world/shirin-walnut-rosegold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_210510_shirin_fa_q_24_copy.jpg
95,Fall Morning 40mm Zebrawood & Wenge,Women Watches,Watches,zebrawood,wenge wood with a fine texture,199.0,Available,Walking outside and taking a deep breath of fresh morning air. You look over endless cornfields that begin to sparkle gold as the sun rises in the sky—you're ready to begin a new day full of energy. That’s a feeling one should have every morning and this model should remind you of that every time you put it on. EAN: # 9120078332702,https://www.world.holzkern.com/en_world/fallmorning-zebrawood-wenge.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_herbstmorgen_q_sw_20_1.jpg
